cmnt,sentiment_scores,Compound,Sentiment,cleaned_comment
Rainforest is destroyed burning fossil fuels the ice caps are melting The treatment for virus is to stop destroying the EARTH ,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.8402}",-0.8402,Negative
The vaccine is J J ingredient ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
No,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
judyhoutman I cant help but agree on some level However that likely doesnt solve any of the current issues in the now We would have to stop in conjunction with solving the here and now The only thing that I can tell that acts the same as humans is cancer Look up Gaia Theory It cant be proven currently thus it is just a theory as of now and has been for quite some time However it is consistent with all principles of modern biology It seems to me that humanity as a whole are Gaias cancer What does a body do when a cancer gets bad enough the body notices it The immune system attempts to suppress it Cancer of Gaia is a far more fitting name than Humanity Perhaps that is just my opinion but I am fairly sure it isnt Either human kind starts moving to becoming benign or the human species as we know it currently will eventually die out given enough time That is even if the here and now is fixed When I dont know Maybe or even a years However I do know the path we have been on for around years or so is in no way sustainable That means resource Economic political Corporate Social and everything else That doesnt mean the great reset is the answer I looked into that and it is just a worse version of every single problem we have now excluding the Resource solutions However the resource solution they propose was already coming without that nonsense To quote a human who was at least smarter than any of our leaders today The stone age did not end for lack of stone The oil Age will end long before the world runs out of oil This world is failing and every problem humanity has now has been made by Humanity over the past to years The worst part is our leaders especially the Economic and corporate leaders always want to solve the problems by making all the problems worse The political leaders are corrupt enough they are so very quick to jump on making all the problems worse for short term gains The worst part is the vast majority of human kind is foolish enough that we accept it when we dont have to The Forbearers of every nation on this planet wouldnt have accepted this nonsense Why does human kind today accept it The number of Revolutions fought for these kinds of things is uncountable There is a concept as old as humans them selves The Right To Rebellion When your leaders tread on the people time and time again it is not only the peoples right but their duty to over throw such awful leaders It is in the American Declaration of independence for Gods sake Paragraph It was the first document of law signed and ratified by the people who founded America and is technically the highest law in America along side The Constitution The Constitution another set of laws that are disregarded all of the time The Entire way America operates today is illegal by Americas Highest laws It is amazing people still Think America exists When the whole nation is illegal by the nations own highest laws When that is the case that is no longer a nation but A criminal syndicate pretending to be a nation You wouldnt say that if all the psychopaths and murderers killed all the prison guards police and military Then started killing and robbing people that they were official just because they were waring the old uniforms would you Why do you do that with your entire nation and every official post This isnt new and it isnt even just America Then you all wonder why there is problems when most of the most successful people on the planet not all but most for sure are just the most successful criminals This is simply a Fact In the ever Immortal words of Benjamin Franklin The honest Man takes Pains and then enjoys Pleasures the knave takes Pleasure and then suffers Pains In the Farewell Address of The First President of America George Washington However political parties may now and then answer popular ends they are likely in the course of time and things to become potent engines by which cunning ambitious and unprincipled men will be enabled to subvert the power of the people and to usurp for themselves the reins of government destroying afterwards the very engines which have lifted them to unjust dominion The men who founded America would be turning in the Graves if they saw what it has become America today is the very monster they fought to free you all of The worst part is the people of America accepted that with open arms for nothing but short term simplicity and to avoid struggle and conflict Just borrow from your future time and time again for the sake of the present until there is nothing left of that future Yeah that never failed in history except for every single great empire for million years of human history Its amazing how often humanity repeats the same mistakes over and over again Then when you fail over and over by making the same mistakes over and over Cry whine blame others fix nothing and double down again until survival and success is no longer an option on the table Then wonder why things have gone poorly because clearly the mistakes of humanity cant be the fault of humanity That would make too much sense for the delusional people who think they are sane Hey You know what is great for delusions to actively ignore warnings that are given time and time again Then pretend you never got the warnings The only thing that never happened is you never wanted to listen Why is it that smart men predict the future time and time again for better or worse Einsteins last written words Every American founding father George Orwell Winston Churchills speech about the future after the war was won and countless more Hell Even the Unibombers Manifesto For better or worse indeed I suppose But hey you never got the millions of warnings from the mouths of your own greatest people Often Great and Good At times even Great and Evil They know where they are going because they know where you have been and are willing to not delude themselves They listen they see they think More than can be said for most of human kind today It is beyond disheartening See where you are going and avoid the abyss before you Then do not instantly turn toward yet another further away abyss just because it is easier than facing the mistakes that were made,"{'neg': 0.212, 'neu': 0.674, 'pos': 0.115, 'compound': -0.9994}",-0.9994,Negative
Well never stop it because of every cell it grows stronger,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.6796}",0.6796,Positive
This did not age well,"{'neg': 0.312, 'neu': 0.688, 'pos': 0.0, 'compound': -0.2057}",-0.2057,Negative
judyhoutman Hello,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
pleace can give tequila a the people whit covid the tequila reduce the inflammation and the virus go away,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Me too but i kinda lost hope from to ,"{'neg': 0.21, 'neu': 0.502, 'pos': 0.287, 'compound': 0.2316}",0.2316,Positive
Why would you desinfect seeds and bulbs,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
I totally agree Live animal markets are shit,"{'neg': 0.316, 'neu': 0.439, 'pos': 0.245, 'compound': -0.204}",-0.204,Negative
Those animals should be free,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.5106}",0.5106,Positive
Hundreds of people living in dirty polluted densely crowded cities and towns where viruses tend to appear and evolve more often Clearly that means we should all go back to living in caves,"{'neg': 0.152, 'neu': 0.772, 'pos': 0.077, 'compound': -0.4445}",-0.4445,Negative
Its from a lab,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Lmao,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5994}",0.5994,Positive
so we use cancer to defeat it your saying,"{'neg': 0.523, 'neu': 0.477, 'pos': 0.0, 'compound': -0.8255}",-0.8255,Negative
Mosquitoes have killed almost half of all the people ever born They have killed billion out of the billion humans that have born in the history of Mankind ,"{'neg': 0.257, 'neu': 0.743, 'pos': 0.0, 'compound': -0.875}",-0.875,Negative
WHAT ARE YOU SAYING,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Zero ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Acg blah yeah in animals,"{'neg': 0.212, 'neu': 0.455, 'pos': 0.333, 'compound': 0.2023}",0.2023,Positive
you probably had pneumonia coronavirus is not the only virus that can cause pneumonia damn even the cold can cause pneumonia,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Negative
Thats a lie or you have an already compromised immune system Its over guys Real people know better,"{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.6249}",0.6249,Positive
um its kinda hard to tell how long it is because anything could go wrong during testing which means they have to go back so it could take as long as years,"{'neg': 0.123, 'neu': 0.877, 'pos': 0.0, 'compound': -0.4951}",-0.4951,Negative
They were trying their best lets just wait I know its hard but being aggressive wont do anything lets just hope for the best,"{'neg': 0.093, 'neu': 0.54, 'pos': 0.367, 'compound': 0.9032}",0.9032,Positive
be Quiet you have done no research in how vaccines work have they are hard as fuck to make they dont just come out of thin air,"{'neg': 0.228, 'neu': 0.772, 'pos': 0.0, 'compound': -0.7269}",-0.7269,Negative
I AM A SURVIVOR YOU WILL KNOW WHNE U HAVE IT TRUST ME,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.7003}",0.7003,Positive
What was their symptoms Its important that we share info so that people can understand the disease more,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.4588}",0.4588,Positive
Im currently going through it right now Its one of most agonizing feelings Im currently experiencing,"{'neg': 0.21, 'neu': 0.79, 'pos': 0.0, 'compound': -0.6115}",-0.6115,Negative
Only God can and with us all connecting to him,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2732}",0.2732,Positive
hdonstraight hey bruh i dont believe in god so i guess im gonna die,"{'neg': 0.364, 'neu': 0.636, 'pos': 0.0, 'compound': -0.6921}",-0.6921,Negative
yeah but china was hiding it,"{'neg': 0.333, 'neu': 0.476, 'pos': 0.19, 'compound': -0.296}",-0.296,Negative
Mine is same,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
No one knows yet thats why the update everyone when they learn new information,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
when the vaccines out,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Waiting on luciferace to be deployed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
When the government say so,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
it could take years,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
realinternetthug i,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
How do you they know exactly how it looks like,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",0.3612,Positive
I had this happen to me due to gops supporters who have it not once but three times last one came closed days and caused GI bleed due to vit k and B deficiency and clot traveled up to my brain and cardio pathy results showed heart failure and myocarditis and myocardial muscle pathy in my heart which i will have this in till i died from it,"{'neg': 0.131, 'neu': 0.842, 'pos': 0.027, 'compound': -0.8555}",-0.8555,Negative
This little bastard straight hijacks our cells own ribosomes Thats just flat out fighting dirty,"{'neg': 0.405, 'neu': 0.518, 'pos': 0.076, 'compound': -0.7897}",-0.7897,Negative
I have this at the moment its horrible and scary Anyone know any tips to get better quicker Im staying hydrated and resting,"{'neg': 0.234, 'neu': 0.664, 'pos': 0.101, 'compound': -0.5859}",-0.5859,Negative
I was infected with it once And i got no Simtoms of it,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.6597}",-0.6597,Negative
POV You search this up because you have Covid,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Sars and mers was actually way more deadly but we happened to catch it earlier,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
This was propagandized misinfo promoting abuses hypothetical concepts not proven research yet readily exploited for indulge abuse persecution malfeasance From dubious meters separation as if airborne surface transmission could infect to other misinfo promoting despotic draconian acts issues complicit with indicating those involved with CoronaCon Virions viral proteins theory beside infectious disease precepts postulates when should emphasize if any affects at all only susceptible individuals Consider misinfo exploited violations imposed irt transmission susceptibility indicating absurd high risks comorbidities yet everywhere corporateer despot kleptocrat profiteer intrusion including impose quarantine upon homes of healthy individuals,"{'neg': 0.22, 'neu': 0.697, 'pos': 0.083, 'compound': -0.9413}",-0.9413,Negative
new variant identified as msmBS,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Live zobim virus new,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
What Are We Doing About this Black Plague Shi ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
You gotta fart this years still the hospital a following she could do that too no I dont provide a lied and pharmaceutical pic held you it helped you in your hearts medical stance,"{'neg': 0.066, 'neu': 0.869, 'pos': 0.065, 'compound': -0.0041}",-0.0041,Neutral
Watching because I tested positive yesterday ,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.5574}",0.5574,Positive
Thank you so much for these videos I have a question I got five shots of the Pfizer vaccine I have never had any problems I felt I couldnt breathe yesterday so I went to the doctor She thought that my symptoms are very close to a heart attack So she said It is better to transfer me to the emergency room I felt like I and dealing with COVID However I decided to go with her suggestion after a lot of samples and Xrays The doctor told me that I have COVID I have a few questions Why was my case severe even though I had five shots of COVID What would happen next Can my body or immune system get back to normal I would like to see an animation about that,"{'neg': 0.063, 'neu': 0.823, 'pos': 0.113, 'compound': 0.6765}",0.6765,Positive
Shesh his voice is so clam,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
I miss this little guy so much,"{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.1531}",-0.1531,Negative
Like a damn alien the thing,"{'neg': 0.329, 'neu': 0.366, 'pos': 0.305, 'compound': -0.0516}",-0.0516,Negative
 and yep Ive just caught it again fml,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.296}",0.296,Positive
Very clear thank you,"{'neg': 0.0, 'neu': 0.261, 'pos': 0.739, 'compound': 0.688}",0.688,Positive
BERAPA EKOR MELAYU SUDAH MAMPOS COVID SAMPAI SEKARANG MASIH BANYAK LAGI YANG HIDUP SEMOGA DI HANCUR LAGI DI MELAYU LAANATULLAH DI DUNIA DAN PADA AKHIRAT NANTI AMIIN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Thank you for this medical information,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}",0.3612,Positive
After days Im still recovering with my son I felt like I had a stomach bug I was driving on the interstate had to pull over asap got sick Then I started to get feverthen fell asleep sitting upcoughingsore throatSEVERE headachepainful body acheschillsgoing to the bathroomrunnystuffy nosesneezingmy lower legs ached Then after about days started getting winded short of breath just walk to the bathroom back My brain felt foggyFood tasted disgusting I couldnt even keep water down First time days ago no fevertoday the sharpness of the headache migraine isnt so painful I ate a sandwich but tasted gross Im still very short of breathweak sweating a lot which is weird My son is better Thank God but weakstill coughs has fatigue My grandbaby has it too along with his dad Thankfully my daughter doesnt have it too They had it months ago too it was so exhausting for her but shes an AMAZING Mommy I think her bf got it from work And I watch my grandbaby while they are at work We had a bad storm coming so I stayed at their house with my grandbaby instead of coming back home Then a few days later I was sick and then days later my son was sick You can get it from breathing in the same air so social distance After touching moneykey padsgas station doorsdoors at the store to get milkhand sanitize your hands before touching your carkeysor phone Masks alone cant protect youyou touch everything contaminated and the virus lives on things for a prolong period You can also get it in the eyes Best thing is to social distance hand sanitizer And to wear a proper mask if your sick I pray that my family gets all better and we never have to deal with this again I pray for those that are struggling with this virus I am healthydont smokedont drink dont do drugs and it mopped the floor with me over over I had a fever break come back different times in just day Its like a drunk virus ripping havoc chaos on your bodyyou dont know how youre going to feel from hour to the next I apologize for so longI need to get out of the house lol,"{'neg': 0.145, 'neu': 0.736, 'pos': 0.119, 'compound': -0.8771}",-0.8771,Negative
Tontytonty,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Sir mujhe bachpan me TV huyi thi But avi nahi hai Mujhe isse kuchh problem toh nahi hoga Aur kya mai smoking kar sakta hu ,"{'neg': 0.129, 'neu': 0.871, 'pos': 0.0, 'compound': -0.5499}",-0.5499,Negative
Excellent video Frickin corticosteroids compromised immune system for life thanks medical system for feeding that poor child with drugs,"{'neg': 0.114, 'neu': 0.552, 'pos': 0.334, 'compound': 0.7152}",0.7152,Positive
Please dont being this pandemic up,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.3182}",0.3182,Positive
Who else is positive while watching this,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.5574}",0.5574,Positive
Please tell me if were allowed to use this video for learning purposes,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3182}",0.3182,Positive
The thing is I have every symptom but Ive had them my whole life So Ive been questing myself and testing as much as I can,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
question why does it look like a flu I last time got a shot for the flu and it cured from the Corona ,"{'neg': 0.211, 'neu': 0.688, 'pos': 0.101, 'compound': -0.4019}",-0.4019,Negative
Thanks for these infromations,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,Positive
now time i am effected from corona sareer bahut kamjor kar deta hai baar baar fevar aata hai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
 Rona rus isease ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
i didnt feel nothing am i going to die,"{'neg': 0.394, 'neu': 0.606, 'pos': 0.0, 'compound': -0.5994}",-0.5994,Negative
I want to see what is going on inside me right now as Im positive,"{'neg': 0.0, 'neu': 0.71, 'pos': 0.29, 'compound': 0.5994}",0.5994,Positive
Just like HIV,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.3612,Positive
All correct exept the distance If you caugh the particals travels about meters feet Wont help you with feet,"{'neg': 0.111, 'neu': 0.889, 'pos': 0.0, 'compound': -0.3089}",-0.3089,Negative
Nen co phu đe Tieng Viet,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Фашизм,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Im liking the these videos and kinda understanding better than just being told what goes on in the inside of ur body I cant see the inside by just pointing out and telling I like the photos pointing things outbecause Im more visual and this clarifies more better,"{'neg': 0.0, 'neu': 0.765, 'pos': 0.235, 'compound': 0.8902}",0.8902,Positive
PLEASE READ I CAN NOW BREATHE AFTER COVID LUNGS I was hospitalised for covid on the beacuse i could not breath I could not even brush my teeth I was discharged on the and started to drink cocumin jarrows formula cocumin on amazon You take three tablets a day with your food I cracked open the tablet and put it in my warm juiced ginger add kettle water Its now thd and i feel i have near enough full lung capacity I did the down ward dog yoga pose as well as breathing excercise stand up breath in through your mouth hold it for seconds and repeat times You then cough three times and repeat I found that mucus came out of my mouth From research cocumin is antinflamtory and ginger clears airways and anti flamatory Please lie on your stomache side and other side to expand airways Do this for hours on end the more the better You can respond to this mesaage and i will get back if you want more info I know this may not work for everyone but its something,"{'neg': 0.009, 'neu': 0.912, 'pos': 0.079, 'compound': 0.7511}",0.7511,Positive
CNN People are dying from Covid Look at hospitals FILLED with Covid patients REEEE Based YT Video Most people who catch Covid can recover at home Fun fact CNN got caught faking the full hospital lines by paying nurses to stand in line while they filmed them If that doesnt bring this pandemic in to question,"{'neg': 0.047, 'neu': 0.899, 'pos': 0.055, 'compound': 0.128}",0.128,Positive
Coincidence SarsCov has mRNA Vaccines has mRNA Weird eh The former and latter seems to be human made correlated,"{'neg': 0.086, 'neu': 0.914, 'pos': 0.0, 'compound': -0.1779}",-0.1779,Negative
My belief is that the third symptom listed should be Rhinitis,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
me Well thats a bit fucked,"{'neg': 0.463, 'neu': 0.316, 'pos': 0.221, 'compound': -0.5106}",-0.5106,Negative
When talking about the people who are most at risk one of them should have been nutjob idiots who dont believe in science,"{'neg': 0.098, 'neu': 0.902, 'pos': 0.0, 'compound': -0.3353}",-0.3353,Negative
This channel is great ur social awareness and services I really appreciate,"{'neg': 0.0, 'neu': 0.559, 'pos': 0.441, 'compound': 0.796}",0.796,Positive
I habe asthma so my mom and dad always say if you have corona you wont survive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Cool Now do a more important video on how Covid effects the economy mental health and future generations to come,"{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.5256}",0.5256,Positive
A gdzie polska,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Im fully vaccinated Im praying to everyone who got it and have a fast recovery ,"{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.4144}",0.4144,Positive
Just got diagnosed today ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
So this is what might be inside me ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Covid,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Now they say the jabbed are on low risk But this video just says anyone who gets virus are generally OK The whole thing has been blown out of proportion The libtards are literraly eating it all up,"{'neg': 0.074, 'neu': 0.833, 'pos': 0.093, 'compound': 0.4214}",0.4214,Positive
So moral of the story these dude are little devils,"{'neg': 0.275, 'neu': 0.725, 'pos': 0.0, 'compound': -0.5279}",-0.5279,Negative
My father had diabetes and he passed away of this covid bullshit ,"{'neg': 0.257, 'neu': 0.743, 'pos': 0.0, 'compound': -0.5859}",-0.5859,Negative
Its been estimated that there is a chance if you live in the United States to be infected with COVID and about of percent chance to die from COVID So the chances of someone dying from COVID is of of percent chance if you include the elderly the obese and people with immunity disorders if your healthy and young and still scarred of a fraction of fraction of death then you should probably just kill yourself anyways because you shouldnt even be able to function as a human being and leave your house Death statistics taken directly from the CDC,"{'neg': 0.174, 'neu': 0.712, 'pos': 0.114, 'compound': -0.8813}",-0.8813,Negative
Been watching a lot of these today Im a bonafide surgeon and pediatrician now Because thats how this works l,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Good ,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,Positive
I want to know when we can destroy it from the world ,"{'neg': 0.254, 'neu': 0.652, 'pos': 0.094, 'compound': -0.4939}",-0.4939,Negative
You dont explain what the differences are between this disease and symptoms produced by the large number of viruses that cause the common flu,"{'neg': 0.1, 'neu': 0.849, 'pos': 0.05, 'compound': -0.3182}",-0.3182,Negative
Ive got covid but didnt any single symptom,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
What tho Heo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
The china create the virus then effected around the world i think their scientist make this virus,"{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.2732}",0.2732,Positive
virus legend nih yang berhasil membuat susah seluruh dunia salamTAMRINgantenk,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
level,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
wat about Delta variant,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Remember Theres Only One Cause Of COVID The Coronavirus Destroy The Coronavirus And Youll Wipe Out The Disease And Hopefully Once The Disease Has Faded Away The Corona Virus Will Be In Its Rightful Place The History Books,"{'neg': 0.083, 'neu': 0.853, 'pos': 0.064, 'compound': -0.2023}",-0.2023,Negative
Wow,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5859}",0.5859,Positive
Wuhan virus from China Please do not use the name came up by corrupt WHO,"{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.3182}",0.3182,Positive
My Mom has the Virus and shes on the ventilator Please pray for her recovery My brother is also has the Virus but hes recovering well Please pray for both of them,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.8705}",0.8705,Positive
Eyes Doesnt it enter through eyes also,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Me watching whilst having COVID ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
noted,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
To say glimpse of what you are catching as far as covid covid is microbial level gain,"{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.5267}",0.5267,Positive
You are doing a great job thanks to the useful information,"{'neg': 0.0, 'neu': 0.414, 'pos': 0.586, 'compound': 0.872}",0.872,Positive
Fact in a language corona means crown,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Chinese virus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
How is this supposed specific virus with all its specific replicascopies Which by the way does not happen with rapidly mutating viruses like Carona viruses differ from other Carona viruses during the flu season You say there are spike proteins left on the surface of infected cells causing them to fuse with other cells How does this happen and does this happen with other Carona viruses If notwhy not If sothen how is this supposed SARS COV virus any more virulent and lethal than other Carona viruses Truthfully though how can you can you have a pandemic of a specific virus infecting people making identical copies of itself which then infect other self cells and other humans cells making identical copies of itself and so on indefinitely when we know that as Carona viruses undergo replication because the polymerase is imperfect in laying down complementary nucleotides adjacent to the infecting primary virus template therefore forming nondentical mutated copies also within approximately months through mutation which contrary to Darwinism evolution and consistent with entropy always results in devolution and loss in funtion therefore loss in virulence how can you say there is a specific virus with a specific nucleotide and genomic sequence ie SARS COV spreading around the world causing a specific virus pandemic This seems quite illogical and counter intuitive to me ,"{'neg': 0.072, 'neu': 0.904, 'pos': 0.023, 'compound': -0.8832}",-0.8832,Negative
Be seeing that I have azma ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Very good knowledge about human bodyvery thanks,"{'neg': 0.0, 'neu': 0.451, 'pos': 0.549, 'compound': 0.7264}",0.7264,Positive
I thought it was meter,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
 months after covid my food tastes have changed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Its dangerous tO watch this while you have fighted it and won with covid I am watching this on th day of corona virus,"{'neg': 0.112, 'neu': 0.755, 'pos': 0.133, 'compound': 0.1531}",0.1531,Positive
Waiting for this,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
The new variant killing younger people and people without com mobilities so this information is obsolete,"{'neg': 0.32, 'neu': 0.68, 'pos': 0.0, 'compound': -0.765}",-0.765,Negative
How affect epilapsy person to corona virus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
httpsyoutubehXwLLiwflrw,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Please pray for my father,"{'neg': 0.0, 'neu': 0.395, 'pos': 0.605, 'compound': 0.5574}",0.5574,Positive
How are you today,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Nice explain,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,Positive
Generen subtitulos en espanol,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
In Indianow people have started dying daily now,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
It should be repeated that for the being its not a vaccine but rather a genetic prophylactic injection with hugh consequences ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Corona virus Allias Chinese virus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
We already need to know about this thanks,"{'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.5228}",0.5228,Positive
I watched a lot of covid videos this is the simplest and good explanation ever thanks,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.7003}",0.7003,Positive
Idk why if Im the only person when i get cough i feel uncomfortable and its weird thats why i always put water on my nose part of it Nose to cheek,"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.5719}",-0.5719,Negative
Nice presentation,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,Positive
httpsyoutubelUinWjhw,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
We all need to meditate and switch off from all the negativity ,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.5106}",-0.5106,Negative
